일시,최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온
1960-12-16,4.2,-6.6,10.8,,68.3,1.0,6.7,,,-1.0
1960-12-17,0.6,-11.4,12.0,0.3,59.3,3.8,3.6,,,-4.2
1960-12-18,-6.2,-13.1,6.9,,57.3,3.5,8.3,,,-9.9
1960-12-19,-1.8,-12.6,10.8,,52.3,1.3,6.3,,,-7.1
1960-12-20,2.3,-6.3,8.6,0.2,69.0,1.8,0.9,,,-2.2
1960-12-21,1.9,-7.2,9.1,0.0,67.3,0.9,2.9,,,-3.1
1960-12-22,4.8,-5.6,10.4,0.0,65.3,1.8,2.9,,,-0.3
1960-12-23,4.7,-5.0,9.7,,74.3,1.0,2.4,,,0.0
1960-12-24,5.8,-1.0,6.8,0.0,67.0,1.6,3.1,,,2.5
1960-12-25,2.0,-6.6,8.6,0.0,72.0,3.9,4.4,,,-1.7
1960-12-26,-1.7,-7.7,6.0,,61.0,2.2,4.7,,,-5.2
1960-12-27,-0.7,-9.4,8.7,0.0,61.3,1.8,0.0,,,-5.2
1960-12-28,-4.3,-9.8,5.5,,53.0,3.7,4.3,,,-7.5
1960-12-29,-7.9,-13.5,5.6,,49.3,5.0,9.0,,,-10.8
1960-12-30,-9.7,-16.0,6.3,,53.3,5.7,8.2,,,-12.8
1960-12-31,-7.2,-15.7,8.5,,58.3,3.0,7.3,,,-11.7
1961-01-01,-4.9,-15.0,10.1,,73.8,0.8,2.7,,28.1,-9.8
1961-01-02,0.2,-12.3,12.5,,72.3,1.4,4.9,,51.0,-6.2
1961-01-03,0.3,-4.7,5.0,3.7,77.0,2.6,0.0,,0.0,-1.1
1961-01-04,-4.7,-13.7,9.0,,46.0,2.9,8.4,,86.6,-9.5
1961-01-05,-6.2,-16.5,10.3,,54.3,0.9,6.2,,63.9,-10.8
1961-01-06,-5.7,-9.9,4.2,,57.0,2.7,7.8,,80.4,-7.9
1961-01-07,-0.5,-9.9,9.4,0.0,71.3,1.7,4.0,,41.2,-5.4
1961-01-08,2.3,-4.7,7.0,,79.3,0.9,0.0,,0.0,-0.8
1961-01-09,2.9,-4.5,7.4,,81.3,0.7,0.0,,0.0,-0.8
1961-01-10,1.8,-10.6,12.4,,55.0,4.2,1.4,,14.3,-1.9
1961-01-11,-9.5,-16.4,6.9,,48.3,3.4,8.4,,85.7,-12.9
1961-01-12,-5.2,-16.3,11.1,0.1,54.3,1.3,5.7,,58.2,-10.6
1961-01-13,2.4,-8.0,10.4,0.2,76.0,3.7,4.6,,46.9,-3.7
1961-01-14,-2.0,-9.7,7.7,,57.3,2.0,8.5,,86.7,-6.1
1961-01-15,-0.8,-9.2,8.4,1.4,64.3,3.8,6.6,,66.7,-5.2
1961-01-16,-4.7,-12.8,8.1,2.5,68.3,2.2,3.2,,32.7,-9.1
1961-01-17,-4.2,-16.2,12.0,1.6,64.3,1.4,1.0,,10.1,-9.7
1961-01-18,-6.4,-12.5,6.1,,74.0,2.7,8.6,,86.9,-9.3
1961-01-19,-2.3,-14.5,12.2,,67.8,1.3,6.6,,66.7,-9.0
1961-01-20,1.5,-7.0,8.5,0.5,71.5,1.9,1.6,,16.2,-2.2
1961-01-21,5.2,-3.0,8.2,0.0,75.0,3.6,8.3,,83.0,1.5
1961-01-22,-1.0,-8.1,7.1,,51.8,2.1,8.8,,88.0,-4.4
1961-01-23,3.9,-7.5,11.4,,61.8,1.1,7.3,,72.3,-2.2
1961-01-24,1.1,-2.2,3.3,5.7,84.8,2.0,0.0,,0.0,0.2
1961-01-25,1.1,-4.8,5.9,2.3,63.5,5.9,7.3,,72.3,-1.0
1961-01-26,-0.6,-7.5,6.9,,41.8,3.2,9.0,,89.1,-4.2
1961-01-27,3.2,-7.9,11.1,,58.5,1.2,5.6,,54.9,-3.3
1961-01-28,2.5,-5.4,7.9,,67.3,0.6,0.5,,4.9,-1.5
1961-01-29,1.4,-5.4,6.8,,68.8,2.6,5.4,,52.9,-1.6
1961-01-30,-2.2,-7.6,5.4,,65.0,3.4,8.0,,77.7,-5.3
1961-01-31,-5.7,-13.4,7.7,0.0,63.8,3.1,8.1,,78.6,-8.8
1961-02-01,-3.8,-14.2,10.4,,59.5,1.4,7.9,,76.7,-9.7
1961-02-02,-5.4,-11.2,5.8,,67.0,3.1,3.2,,30.8,-8.0
1961-02-03,-0.5,-11.6,11.1,,69.0,1.3,7.2,,69.2,-6.1
1961-02-04,5.1,-4.1,9.2,,62.0,1.9,1.2,,11.5,0.2
1961-02-05,4.7,0.8,3.9,4.4,72.0,3.0,0.0,,0.0,2.5
1961-02-06,7.3,1.6,5.7,0.6,75.5,3.7,0.0,,0.0,4.6
1961-02-07,3.4,-2.5,5.9,1.2,84.5,3.5,0.0,,0.0,1.0
1961-02-08,1.2,-4.5,5.7,,60.3,4.3,9.1,,85.8,-1.9
1961-02-09,2.4,-5.0,7.4,,58.5,3.7,9.0,,84.9,-1.5
1961-02-10,-0.4,-8.0,7.6,,49.3,2.0,4.9,,46.2,-4.2
1961-02-11,2.1,-5.4,7.5,1.9,68.8,1.3,4.5,,42.1,-2.0
1961-02-12,0.1,-8.9,9.0,,56.5,4.8,9.2,,86.0,-4.6
1961-02-13,4.6,-6.8,11.4,0.0,70.0,4.4,3.0,,28.0,-1.6
1961-02-14,-4.4,-9.8,5.4,,37.3,5.3,9.6,,88.9,-7.4
1961-02-15,-1.2,-8.7,7.5,,50.8,3.2,9.5,,88.0,-5.2
1961-02-16,2.4,-8.8,11.2,0.4,68.8,1.4,4.0,,36.7,-2.8
1961-02-17,2.5,-5.8,8.3,,52.5,3.6,9.5,,87.2,-1.9
1961-02-18,3.0,-8.3,11.3,,52.3,2.0,9.8,,89.9,-3.2
1961-02-19,9.5,-5.2,14.7,,52.8,1.8,6.6,,60.0,1.7
1961-02-20,9.8,1.1,8.7,,61.5,1.9,2.4,,21.8,5.7
1961-02-21,6.8,-2.2,9.0,,67.3,3.7,8.8,,80.0,2.0
1961-02-22,6.4,-4.2,10.6,,43.5,3.1,10.0,,90.1,0.4
1961-02-23,7.4,-4.5,11.9,,57.8,1.7,8.8,,79.3,1.3
1961-02-24,9.4,-2.2,11.6,0.0,74.0,1.6,8.9,,79.5,3.9
1961-02-25,6.6,-0.6,7.2,0.3,73.8,2.8,0.0,,0.0,3.7
1961-02-26,6.5,-2.0,8.5,0.0,70.0,2.4,8.6,,76.8,1.6
1961-02-27,8.4,-3.9,12.3,,67.0,1.5,9.8,,86.7,1.9
1961-02-28,12.7,-2.7,15.4,,61.5,1.3,8.9,,78.8,4.5
1961-03-01,11.9,1.3,10.6,4.4,58.3,1.3,0.0,,0.0,6.9
1961-03-02,9.7,5.3,4.4,15.2,96.3,2.1,0.0,,0.0,7.6
1961-03-03,9.6,1.8,7.8,6.0,80.0,6.9,0.0,,0.0,4.9
1961-03-04,8.6,1.3,7.3,0.0,83.3,2.3,4.7,,40.9,5.5
1961-03-05,7.9,-1.1,9.0,,69.0,1.6,9.3,,80.9,5.3
1961-03-06,9.0,-1.9,10.9,,77.3,3.0,4.3,,37.4,3.0
1961-03-07,3.5,-4.5,8.0,,39.3,4.0,9.9,,85.3,-1.1
1961-03-08,4.5,-4.9,9.4,,41.5,4.1,10.1,,87.1,-0.8
1961-03-09,4.6,-4.3,8.9,,49.3,2.9,10.4,,88.9,0.1
1961-03-10,5.8,-4.2,10.0,,50.5,2.5,10.4,,88.9,0.6
1961-03-11,8.2,-2.5,10.7,,71.3,1.8,10.0,,84.7,2.8
1961-03-12,11.8,-0.9,12.7,,69.5,1.2,3.2,,27.1,5.8
1961-03-13,14.8,3.2,11.6,,67.3,2.3,4.9,,41.5,7.7
1961-03-14,11.8,1.6,10.2,,75.0,1.9,6.6,,55.5,3.5
1961-03-15,11.5,0.4,11.1,,80.5,1.8,5.8,,48.7,4.8
1961-03-16,12.0,-0.8,12.8,,71.0,2.6,7.5,,62.5,4.9
1961-03-17,14.9,-0.2,15.1,,46.3,1.9,9.7,,80.8,7.4
1961-03-18,12.7,4.0,8.7,4.1,60.5,2.4,0.0,,0.0,8.7
1961-03-19,12.9,5.7,7.2,0.0,60.0,5.7,2.7,,22.3,9.2
1961-03-20,12.9,3.1,9.8,,62.8,2.2,9.7,,80.2,7.6
1961-03-21,13.5,1.4,12.1,,46.8,2.7,8.1,,66.4,7.0
1961-03-22,13.0,1.3,11.7,,61.8,2.5,8.2,,67.2,5.9
1961-03-23,12.7,1.6,11.1,,43.3,3.5,10.6,,86.9,6.7
1961-03-24,13.1,0.0,13.1,,54.5,1.9,9.1,,74.0,6.5
1961-03-25,17.0,1.9,15.1,,51.3,3.2,9.6,,78.0,7.5
1961-03-26,10.4,1.6,8.8,2.6,53.3,4.3,7.7,,62.1,5.6
1961-03-27,8.9,0.2,8.7,8.5,75.0,2.1,6.1,,49.2,3.4
1961-03-28,10.8,-0.6,11.4,,71.5,3.4,8.5,,68.5,5.4
1961-03-29,12.7,4.0,8.7,0.0,68.5,5.3,8.8,,70.4,8.2
1961-03-30,14.8,5.4,9.4,0.0,66.8,3.1,9.4,,75.2,8.4
1961-03-31,14.3,3.6,10.7,,70.3,1.8,7.5,,59.5,8.5
1961-04-01,17.3,5.4,11.9,,69.3,3.1,8.0,,63.5,10.2
1961-04-02,15.8,1.8,14.0,,59.5,1.9,10.6,,84.1,8.7
1961-04-03,19.6,6.4,13.2,0.3,57.8,4.1,3.5,,27.6,14.6
1961-04-04,17.8,7.4,10.4,76.7,91.0,6.6,0.0,,0.0,13.4
1961-04-05,11.8,4.4,7.4,,66.8,5.6,9.7,,75.8,8.0
1961-04-06,9.6,2.6,7.0,,43.3,6.4,10.6,,82.8,5.4
1961-04-07,18.4,1.4,17.0,,53.5,3.8,9.6,,75.0,9.7
1961-04-08,12.8,2.7,10.1,0.0,48.8,5.8,8.9,,69.0,8.5
1961-04-09,10.7,0.7,10.0,,48.8,3.7,10.8,,83.7,5.0
1961-04-10,14.3,0.7,13.6,,58.0,1.8,10.8,,83.7,8.1
1961-04-11,10.6,6.0,4.6,23.3,78.8,3.0,0.0,,0.0,8.6
1961-04-12,19.4,7.4,12.0,0.1,81.5,2.2,9.3,,70.5,12.8
1961-04-13,21.5,8.6,12.9,,85.5,2.4,7.8,,59.5,13.0
1961-04-14,18.3,7.3,11.0,,79.5,2.8,8.9,,67.9,11.6
1961-04-15,13.4,4.5,8.9,0.9,61.5,3.0,3.8,,28.8,8.2
1961-04-16,12.8,2.4,10.4,,62.8,3.2,9.8,,74.2,7.7
1961-04-17,14.8,4.6,10.2,,71.3,2.4,7.5,,56.8,8.8
1961-04-18,18.7,4.2,14.5,,55.3,2.3,11.1,,84.1,11.6
1961-04-19,21.4,6.7,14.7,,43.5,2.4,11.2,,84.2,14.0
1961-04-20,25.0,8.6,16.4,,43.8,2.3,11.2,,84.2,16.4
1961-04-21,16.9,13.8,3.1,0.9,71.8,2.0,0.0,,0.0,15.4
1961-04-22,22.3,14.1,8.2,,41.3,5.1,10.7,,79.9,17.3
1961-04-23,22.4,9.5,12.9,,42.8,2.5,10.3,,76.3,15.8
1961-04-24,20.2,11.5,8.7,,52.3,3.3,3.4,,25.2,15.9
1961-04-25,17.8,9.6,8.2,,45.5,2.6,0.0,,0.0,13.9
1961-04-26,18.2,10.4,7.8,0.0,54.3,2.8,5.9,,43.4,13.3
1961-04-27,17.8,7.6,10.2,,63.5,2.9,11.2,,82.4,13.4
1961-04-28,24.3,8.6,15.7,,55.8,2.2,10.9,,80.1,16.5
1961-04-29,21.8,9.3,12.5,,52.8,2.7,11.0,,80.3,15.6
1961-04-30,14.9,7.8,7.1,0.0,80.3,1.9,0.9,,6.6,10.6
1961-05-01,17.6,7.8,9.8,,75.3,1.9,8.0,,58.4,11.4
1961-05-02,21.2,4.2,17.0,,60.0,2.3,11.2,,81.2,13.4
1961-05-03,24.8,8.8,16.0,1.3,71.5,1.6,5.8,,42.0,16.8
1961-05-04,17.3,6.5,10.8,40.1,88.3,1.5,0.0,,0.0,11.2
1961-05-05,14.8,5.9,8.9,,80.3,2.3,4.9,,35.3,9.8
1961-05-06,21.2,6.7,14.5,,63.0,2.0,9.1,,65.5,14.2
1961-05-07,20.5,10.8,9.7,1.2,71.0,3.2,1.5,,10.8,16.4
1961-05-08,22.8,11.7,11.1,0.0,70.3,2.1,11.0,,78.6,16.5
1961-05-09,24.7,12.0,12.7,,68.0,2.5,3.6,,25.7,19.4
1961-05-10,23.7,19.7,4.0,8.0,78.5,1.9,0.0,,0.0,21.2
1961-05-11,21.0,13.9,7.1,6.9,81.0,2.8,0.0,,0.0,18.1
1961-05-12,20.5,11.4,9.1,0.4,71.3,3.8,8.6,,61.0,14.8
1961-05-13,22.8,9.7,13.1,,63.5,2.1,11.4,,80.9,16.5
1961-05-14,26.3,11.7,14.6,,56.5,2.3,10.3,,72.5,19.1
1961-05-15,23.6,13.5,10.1,,66.3,2.2,4.8,,33.8,18.3
1961-05-16,24.6,13.9,10.7,,64.0,2.5,10.1,,71.1,18.4
1961-05-17,26.8,12.8,14.0,,49.8,1.1,8.5,,59.9,19.6
1961-05-18,21.8,15.8,6.0,0.1,59.3,1.7,0.0,,0.0,19.0
1961-05-19,25.8,12.7,13.1,0.0,59.3,1.9,10.3,,72.0,19.6
1961-05-20,21.8,13.5,8.3,0.0,73.0,3.5,10.9,,76.2,17.3
1961-05-21,22.8,11.1,11.7,,55.0,3.4,10.9,,76.2,17.4
1961-05-22,24.6,12.5,12.1,,42.5,2.6,11.4,,79.7,19.2
1961-05-23,22.3,14.2,8.1,0.0,69.0,2.1,2.5,,17.4,17.5
1961-05-24,22.3,12.5,9.8,,60.8,3.1,10.2,,70.8,17.5
1961-05-25,25.9,11.4,14.5,,50.5,2.0,11.7,,81.3,19.5
1961-05-26,30.1,13.7,16.4,,55.0,1.8,11.5,,79.3,22.1
1961-05-27,26.4,15.6,10.8,,55.3,2.5,10.4,,71.7,21.2
1961-05-28,20.8,14.2,6.6,65.6,92.0,3.3,0.0,,0.0,18.1
1961-05-29,20.6,12.3,8.3,0.0,67.0,5.2,11.0,,75.9,16.3
1961-05-30,27.1,12.1,15.0,0.0,70.8,2.5,8.6,,59.3,19.5
1961-05-31,23.4,14.6,8.8,0.0,77.0,2.5,6.8,,46.6,18.4
1961-06-01,26.2,14.3,11.9,,74.5,1.7,10.0,,68.5,19.9
1961-06-02,29.0,15.1,13.9,,68.3,1.7,9.4,,64.4,21.6
1961-06-03,29.0,17.0,12.0,0.9,54.8,1.7,11.6,,79.5,23.9
1961-06-04,20.8,14.8,6.0,12.7,85.8,3.2,3.7,,25.3,17.3
1961-06-05,25.4,14.2,11.2,,68.0,2.6,9.3,,63.7,20.0
1961-06-06,26.0,16.8,9.2,,73.3,1.5,10.3,,70.1,21.7
1961-06-07,29.9,16.4,13.5,,61.5,1.3,10.2,,69.4,23.5
1961-06-08,27.0,19.3,7.7,8.0,74.3,1.5,1.4,,9.5,22.1
1961-06-09,24.0,16.6,7.4,4.3,85.3,3.6,6.7,,45.6,19.8
1961-06-10,24.3,15.3,9.0,0.3,86.5,2.4,2.5,,17.0,19.1
1961-06-11,23.8,17.9,5.9,0.3,89.3,2.2,0.0,,0.0,19.9
1961-06-12,22.4,17.9,4.5,0.1,92.3,1.4,0.2,,1.4,19.6
1961-06-13,23.2,17.7,5.5,2.5,82.5,1.4,0.5,,3.4,20.0
1961-06-14,26.6,16.3,10.3,1.4,70.5,1.5,10.0,,68.0,21.0
1961-06-15,26.7,15.8,10.9,,62.3,2.1,10.5,,71.4,21.6
1961-06-16,19.4,14.8,4.6,9.3,84.0,0.7,0.0,,0.0,17.6
1961-06-17,26.8,13.5,13.3,,79.8,1.7,8.2,,55.4,19.8
1961-06-18,31.2,17.9,13.3,,75.3,1.6,9.9,,66.9,24.1
1961-06-19,23.6,20.3,3.3,0.5,69.8,1.0,0.0,,0.0,21.7
1961-06-20,20.6,17.6,3.0,7.3,94.3,0.9,0.0,,0.0,18.7
1961-06-21,29.9,17.5,12.4,,77.3,1.0,8.9,,60.1,24.0
1961-06-22,29.5,21.9,7.6,,76.3,2.0,3.5,,23.6,24.9
1961-06-23,26.2,19.4,6.8,2.9,81.5,0.9,0.7,,4.7,22.9
1961-06-24,29.5,19.2,10.3,,76.5,1.4,7.9,,53.4,24.1
1961-06-25,30.4,20.2,10.2,,68.8,1.8,9.0,,60.8,25.2
1961-06-26,29.4,21.2,8.2,21.9,82.3,1.0,2.9,,19.6,24.1
1961-06-27,30.6,20.3,10.3,0.9,76.0,1.3,1.8,,12.2,24.8
1961-06-28,28.2,20.4,7.8,0.1,79.3,1.1,3.0,,20.4,24.4
1961-06-29,29.8,19.8,10.0,4.0,84.5,0.9,0.8,,5.4,24.0
1961-06-30,31.2,19.6,11.6,0.3,72.0,1.3,7.0,,47.6,24.9
1961-07-01,32.3,21.4,10.9,4.5,80.8,1.0,2.3,,15.6,25.9
1961-07-02,28.0,21.4,6.6,11.2,92.5,3.0,0.0,,0.0,25.2
1961-07-03,26.6,23.0,3.6,65.2,97.5,2.3,0.0,,0.0,24.1
1961-07-04,31.1,23.4,7.7,0.9,89.0,1.8,5.8,,39.5,26.0
1961-07-05,31.5,22.8,8.7,0.8,85.3,1.6,7.7,,52.4,26.1
1961-07-06,25.0,21.6,3.4,55.7,96.8,4.1,0.0,,0.0,23.5
1961-07-07,24.6,21.5,3.1,1.0,96.8,2.4,0.0,,0.0,23.5
1961-07-08,25.8,22.8,3.0,4.3,97.8,2.1,0.0,,0.0,24.0
1961-07-09,27.5,23.2,4.3,1.1,89.3,0.3,0.0,,0.0,25.1
1961-07-10,28.3,22.8,5.5,0.0,86.8,1.2,0.5,,3.4,24.8
1961-07-11,29.0,22.2,6.8,0.7,86.0,0.6,0.0,,0.0,25.6
1961-07-12,25.6,22.2,3.4,11.4,95.8,1.3,0.0,,0.0,24.3
1961-07-13,27.4,24.6,2.8,0.0,86.5,5.0,0.0,,0.0,25.8
1961-07-14,26.7,22.7,4.0,59.8,94.5,3.7,0.0,,0.0,24.5
1961-07-15,29.8,23.9,5.9,8.5,90.8,3.0,0.0,,0.0,26.1
1961-07-16,30.6,23.6,7.0,0.1,85.5,2.0,4.8,,33.1,26.1
1961-07-17,31.8,22.4,9.4,,82.8,1.5,8.0,,55.2,26.3
1961-07-18,33.5,22.8,10.7,,79.8,1.6,10.5,,72.4,27.8
1961-07-19,33.4,23.8,9.6,,77.8,1.8,10.9,,75.2,28.5
1961-07-20,31.3,22.4,8.9,,76.3,2.0,5.6,,38.9,26.9
1961-07-21,29.7,24.2,5.5,0.0,84.0,2.1,2.0,,13.9,26.0
1961-07-22,31.5,23.4,8.1,,79.3,1.4,0.0,,0.0,26.9
1961-07-23,32.7,24.2,8.5,,76.5,1.0,0.0,,0.0,27.5
1961-07-24,32.7,23.8,8.9,2.1,82.8,1.4,1.5,,10.5,27.6
1961-07-25,33.0,25.6,7.4,0.0,82.5,2.3,3.0,,21.0,28.4
1961-07-26,33.3,25.3,8.0,0.1,81.0,2.6,3.6,,25.2,28.4
1961-07-27,30.5,24.7,5.8,2.7,82.8,1.3,0.0,,0.0,27.1
1961-07-28,27.4,24.1,3.3,37.0,92.8,1.9,0.0,,0.0,25.1
1961-07-29,33.5,23.4,10.1,0.7,83.0,1.1,7.6,,53.5,27.5
1961-07-30,33.9,24.4,9.5,,76.0,0.8,7.3,,51.4,28.8
1961-07-31,34.4,24.4,10.0,,72.8,0.8,9.4,,66.2,29.8
1961-08-01,35.3,25.1,10.2,,65.3,1.0,8.5,,60.3,30.0
1961-08-02,34.2,25.8,8.4,,64.3,2.6,5.6,,39.7,29.9
1961-08-03,35.1,25.6,9.5,0.2,67.8,3.4,4.1,,29.1,29.5
1961-08-04,30.0,24.6,5.4,0.7,86.8,3.2,1.7,,12.1,26.7
1961-08-05,33.1,24.3,8.8,0.3,82.5,2.1,8.1,,57.9,27.4
1961-08-06,32.8,25.0,7.8,,82.0,2.6,5.3,,38.1,28.2
1961-08-07,33.5,25.0,8.5,,78.0,2.0,0.0,,0.0,28.4
1961-08-08,30.3,23.3,7.0,46.3,85.8,2.3,6.6,,47.5,26.2
1961-08-09,31.4,24.4,7.0,0.0,75.5,1.7,8.7,,62.6,27.2
1961-08-10,30.3,24.8,5.5,1.2,82.0,3.1,0.9,,6.5,27.1
1961-08-11,30.5,24.3,6.2,36.1,85.0,2.0,1.2,,8.7,26.6
1961-08-12,28.0,22.7,5.3,76.1,93.5,3.5,0.6,,4.3,24.8
1961-08-13,30.7,23.1,7.6,0.2,82.3,1.8,6.2,,45.3,26.4
1961-08-14,32.0,21.9,10.1,,79.5,0.7,6.8,,49.6,26.8
1961-08-15,29.6,24.7,4.9,13.5,86.3,3.2,0.0,,0.0,26.5
1961-08-16,26.1,22.2,3.9,48.6,97.8,2.0,0.0,,0.0,24.2
1961-08-17,31.2,22.5,8.7,,85.5,1.2,5.7,,41.9,26.4
1961-08-18,33.4,22.8,10.6,,78.0,0.9,2.1,,15.6,28.2
1961-08-19,33.5,24.3,9.2,,79.3,1.5,8.9,,65.9,28.7
1961-08-20,30.3,24.2,6.1,0.5,84.8,1.4,1.2,,8.9,27.0
1961-08-21,31.3,24.3,7.0,1.7,83.0,2.3,6.0,,44.8,27.3
1961-08-22,31.3,24.4,6.9,,87.3,2.1,3.6,,26.9,27.0
1961-08-23,31.1,24.9,6.2,0.1,82.3,2.7,1.0,,7.5,28.1
1961-08-24,30.0,23.6,6.4,23.4,86.0,2.0,3.4,,25.4,26.7
1961-08-25,29.7,22.4,7.3,,78.3,0.7,4.6,,34.6,25.7
1961-08-26,32.2,21.3,10.9,,69.8,1.0,4.7,,35.6,26.9
1961-08-27,31.3,23.3,8.0,,73.5,1.1,5.0,,37.9,26.7
1961-08-28,31.4,21.0,10.4,,68.0,0.9,0.3,,2.3,26.0
1961-08-29,29.5,21.0,8.5,28.9,76.3,1.4,2.0,,15.3,24.2
1961-08-30,24.9,20.8,4.1,60.5,97.8,1.2,0.0,,0.0,22.8
1961-08-31,26.3,22.0,4.3,22.3,97.8,0.7,0.0,,0.0,23.1
1961-09-01,22.8,19.6,3.2,103.1,97.5,0.5,0.0,,0.0,21.9
1961-09-02,30.0,17.7,12.3,,78.3,0.7,8.0,,61.5,24.1
1961-09-03,28.9,20.3,8.6,41.3,86.5,1.4,1.3,,10.0,24.1
1961-09-04,31.7,23.0,8.7,10.1,85.0,3.0,4.5,,34.6,26.6
1961-09-05,25.6,19.1,6.5,1.4,82.3,3.0,4.2,,32.3,23.4
1961-09-06,27.8,17.6,10.2,,71.3,1.0,8.7,,68.0,22.3
1961-09-07,30.0,18.8,11.2,,73.8,1.4,8.9,,69.5,24.3
1961-09-08,24.2,19.5,4.7,38.7,92.3,1.3,0.0,,0.0,21.4
1961-09-09,28.0,17.2,10.8,,78.0,1.0,5.9,,46.5,22.4
1961-09-10,28.8,18.3,10.5,,68.0,1.3,10.2,,80.3,23.4
1961-09-11,27.9,17.9,10.0,,69.5,1.2,9.6,,75.6,22.4
1961-09-12,29.1,18.4,10.7,,67.3,1.0,8.5,,67.5,23.4
1961-09-13,22.3,17.3,5.0,52.5,94.3,1.0,0.0,,0.0,19.4
1961-09-14,20.3,18.1,2.2,7.1,94.5,0.4,0.0,,0.0,19.4
1961-09-15,27.5,15.2,12.3,,71.5,1.9,9.9,,79.2,21.0
1961-09-16,25.5,15.5,10.0,,51.5,2.3,10.0,,80.6,20.0
1961-09-17,22.3,12.8,9.5,,48.3,2.4,10.5,,84.7,17.7
1961-09-18,23.4,10.4,13.0,,58.3,0.8,8.5,,68.5,17.4
1961-09-19,24.2,11.3,12.9,,63.5,0.7,6.0,,48.8,18.0
1961-09-20,24.7,15.7,9.0,,65.0,1.7,3.5,,28.5,19.6
1961-09-21,27.2,17.9,9.3,0.3,67.0,2.8,5.0,,41.0,22.4
1961-09-22,26.2,18.8,7.4,13.0,84.8,2.5,0.0,,0.0,21.9
1961-09-23,25.1,18.2,6.9,11.8,84.3,2.4,5.5,,45.5,20.8
1961-09-24,26.1,16.6,9.5,,73.8,1.6,8.3,,68.6,21.0
1961-09-25,19.4,16.8,2.6,4.9,91.0,0.4,0.0,,0.0,18.5
1961-09-26,27.2,13.7,13.5,,75.0,1.1,7.0,,58.3,19.6
1961-09-27,27.9,15.6,12.3,,63.5,2.6,10.8,,90.0,22.2
1961-09-28,29.4,18.0,11.4,,62.8,1.8,9.0,,75.0,23.6
1961-09-29,26.0,18.0,8.0,10.3,84.3,0.8,1.3,,10.9,21.7
1961-09-30,25.2,15.2,10.0,0.6,74.8,2.7,3.1,,26.1,19.8
1961-10-01,23.9,13.2,10.7,,52.0,4.2,9.2,,78.0,18.3
1961-10-02,25.1,12.9,12.2,,57.3,2.3,7.6,,64.4,19.0
1961-10-03,25.8,16.2,9.6,,59.8,4.2,10.6,,89.8,20.9
1961-10-04,22.0,17.1,4.9,8.6,77.8,3.4,0.0,,0.0,19.4
1961-10-05,20.7,16.7,4.0,25.4,90.5,0.7,0.0,,0.0,18.9
1961-10-06,23.0,8.7,14.3,1.2,70.3,2.5,9.1,,78.4,18.4
1961-10-07,21.9,9.8,12.1,,61.3,1.0,9.0,,77.6,15.7
1961-10-08,22.2,9.4,12.8,,68.5,1.0,10.3,,88.8,15.7
1961-10-09,25.2,11.2,14.0,,63.8,1.4,9.1,,79.1,17.7
1961-10-10,22.6,12.2,10.4,,53.0,1.7,7.8,,67.8,16.1
1961-10-11,21.1,8.8,12.3,,55.3,0.9,9.2,,80.7,15.3
1961-10-12,20.9,11.6,9.3,0.0,64.8,1.0,4.2,,36.8,15.4
1961-10-13,18.4,8.5,9.9,,53.8,1.2,5.8,,50.9,13.6
1961-10-14,17.9,7.1,10.8,,63.3,0.3,1.0,,8.8,13.0
1961-10-15,22.7,12.0,10.7,,68.5,1.2,10.4,,92.0,17.0
1961-10-16,16.9,12.2,4.7,0.5,88.0,0.1,0.0,,0.0,14.7
1961-10-17,23.7,13.7,10.0,,76.0,1.1,2.7,,24.1,18.3
1961-10-18,22.6,14.9,7.7,6.8,82.8,1.5,2.7,,24.1,17.8
1961-10-19,19.5,15.4,4.1,6.1,83.5,1.1,0.0,,0.0,17.2
1961-10-20,21.2,13.1,8.1,,69.0,0.8,8.8,,79.3,16.3
1961-10-21,21.6,8.8,12.8,,74.0,0.4,10.6,,95.5,14.9
1961-10-22,21.5,10.7,10.8,,72.0,1.2,4.9,,44.5,15.3
1961-10-23,16.0,7.1,8.9,,68.5,2.9,9.0,,81.8,11.1
1961-10-24,20.0,6.2,13.8,,70.0,0.4,7.8,,71.6,12.8
1961-10-25,20.4,9.0,11.4,,64.8,1.4,7.6,,69.7,14.9
1961-10-26,16.7,12.4,4.3,0.0,57.3,2.2,0.0,,0.0,14.8
1961-10-27,21.4,11.5,9.9,,45.3,3.2,9.9,,91.7,15.8
1961-10-28,19.5,7.9,11.6,,64.5,2.5,9.8,,90.7,13.6
1961-10-29,17.2,7.8,9.4,,61.0,1.8,8.2,,75.9,11.7
1961-10-30,16.7,4.1,12.6,,56.5,1.0,7.9,,73.8,10.3
1961-10-31,17.3,3.3,14.0,,54.8,0.4,9.7,,90.7,11.1
1961-11-01,20.4,4.2,16.2,,56.3,1.5,9.4,,87.9,12.2
1961-11-02,16.8,11.3,5.5,0.1,56.0,1.5,0.0,,0.0,14.0
1961-11-03,16.6,8.9,7.7,1.1,79.8,2.3,4.0,,37.7,11.6
1961-11-04,13.8,7.1,6.7,,57.5,3.5,8.3,,78.3,10.3
1961-11-05,13.7,1.4,12.3,,56.8,1.4,9.4,,89.5,8.3
1961-11-06,16.4,1.8,14.6,,66.8,1.5,7.4,,70.5,8.9
