기준년월,관광객 유형,제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 ,건당이용금액,데이터기준일자
2014-09,내국인 관광객,서귀포시,성산읍,기념품 점,여,20대,2352500,125,18820,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,20대,4341850,231,18796,2017-02-16
2014-09,내국인 관광객,제주시,연동,기타음료식품,여,50대,225000,12,18750,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,스넥,여,40대,3578900,191,18738,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,40대,2844410,152,18713,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,40대,1494090,80,18676,2017-02-16
2014-09,내국인 관광객,제주시,연동,기타음료식품,여,30대,428000,23,18609,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,333950,18,18553,2017-02-16
2014-09,내국인 관광객,제주시,노형동,의원,남,20대,1139900,62,18385,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,농축수산품,여,20대,1633800,89,18357,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,약국,남,50대,257000,14,18357,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,남,40대,3028800,165,18356,2017-02-16
2014-09,내국인 관광객,제주시,노형동,슈퍼 마켓,남,30대,11693720,638,18329,2017-02-16
2014-09,내국인 관광객,제주시,노형동,의원,남,40대,3039772,166,18312,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,30대,6766880,370,18289,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,기타음료식품,여,30대,928600,51,18208,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,기타음료식품,남,40대,2066300,114,18125,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,약국,남,40대,289300,16,18081,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,50대,2002790,111,18043,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,50대,649280,36,18036,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,50대,6234620,346,18019,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,40대,3599150,200,17996,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,의원,여,40대,1089900,61,17867,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,기타음료식품,남,30대,517900,29,17859,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,40대,7194660,404,17809,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,30대,2741120,155,17685,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,스넥,여,50대,917510,52,17644,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,스넥,남,20대,3062700,174,17602,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,2634000,150,17560,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,여,50대,1070000,61,17541,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,스넥,여,40대,489900,28,17496,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,40대,1999390,115,17386,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,의원,여,30대,173800,10,17380,2017-02-16
2014-09,내국인 관광객,제주시,연동,기타음료식품,남,40대,660400,38,17379,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,남,50대,293300,17,17253,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,447900,26,17227,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,스넥,여,30대,3948130,233,16945,2017-02-16
2014-09,내국인 관광객,제주시,연동,의원,남,20대,169300,10,16930,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,스넥,남,20대,673500,40,16838,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,40대,3888680,231,16834,2017-02-16
2014-09,내국인 관광객,제주시,연동,약국,남,50대,1586250,95,16697,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,약국,남,40대,617400,37,16686,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,스넥,남,30대,12482000,750,16643,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,199500,12,16625,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,스넥,남,30대,3971280,239,16616,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,40대,1075140,65,16541,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,남,50대,627500,38,16513,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기념품 점,남,30대,1006800,61,16505,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기념품 점,남,40대,1170000,71,16479,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,스넥,남,20대,1249880,76,16446,2017-02-16
2014-09,내국인 관광객,제주시,노형동,약국,여,40대,2249730,137,16421,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,40대,1311830,80,16398,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,스넥,남,30대,1769800,108,16387,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,여,40대,2019900,124,16290,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,스넥,여,30대,13436350,829,16208,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,약국,여,50대,938060,58,16173,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1525600,95,16059,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,기타음료식품,여,30대,2069050,129,16039,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,30대,2212130,138,16030,2017-02-16
2014-09,내국인 관광객,제주시,연동,슈퍼 마켓,여,30대,10894420,681,15998,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,남,20대,447100,28,15968,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,30대,7621420,480,15878,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,스넥,여,30대,1188500,75,15847,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,스넥,남,50대,1456450,92,15831,2017-02-16
2014-09,내국인 관광객,제주시,연동,슈퍼 마켓,남,40대,10556860,672,15710,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,여,30대,5971600,381,15673,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,기타음료식품,남,30대,1927750,125,15422,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,489890,32,15309,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,여,40대,351700,23,15291,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,남,30대,5240100,343,15277,2017-02-16
2014-09,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,3686490,242,15233,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,30대,181500,12,15125,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,여,50대,165500,11,15045,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,스넥,여,20대,854500,57,14991,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,남,40대,1323000,89,14865,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,1555700,105,14816,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,약국,남,40대,222000,15,14800,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,기타음료식품,남,40대,428800,29,14786,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,스넥,여,40대,2070200,141,14682,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,여,40대,1027400,70,14677,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,스넥,여,50대,760200,52,14619,2017-02-16
2014-09,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,13332020,921,14476,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기념품 점,여,40대,562800,39,14431,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,기타음료식품,여,50대,245300,17,14429,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,스넥,여,20대,6888750,480,14352,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,385870,27,14291,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,남,40대,528500,37,14284,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,30대,6623110,464,14274,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,약국,남,50대,284800,20,14240,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기타음료식품,여,30대,155200,11,14109,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,476710,34,14021,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,30대,3614420,258,14009,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,777290,56,13880,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,스넥,남,40대,373800,27,13844,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,20대,4150420,301,13789,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,232730,17,13690,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,396050,29,13657,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기념품 점,여,30대,777300,57,13637,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,기념품 점,여,20대,204500,15,13633,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,870520,64,13602,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,스넥,여,40대,1526500,113,13509,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,7326590,552,13273,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,의원,여,50대,132300,10,13230,2017-02-16
2014-09,내국인 관광객,제주시,연동,약국,남,40대,1607700,122,13178,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,2829650,215,13161,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,남,20대,2125900,162,13123,2017-02-16
2014-09,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,4663900,356,13101,2017-02-16
2014-09,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,3051610,233,13097,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,40대,1244050,95,13095,2017-02-16
2014-09,내국인 관광객,제주시,연동,약국,여,40대,1332430,102,13063,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,여,50대,391600,30,13053,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,약국,남,40대,1463320,113,12950,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,스넥,여,20대,1653500,128,12918,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,약국,여,50대,245300,19,12911,2017-02-16
2014-09,내국인 관광객,제주시,연동,스넥,여,20대,3988800,309,12909,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,451630,35,12904,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,447440,35,12784,2017-02-16
2014-09,내국인 관광객,제주시,노형동,기타음료식품,남,20대,458450,36,12735,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기타음료식품,남,40대,355900,28,12711,2017-02-16
2014-09,내국인 관광객,제주시,노형동,스넥,여,40대,2279650,180,12665,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,스넥,남,20대,3156010,251,12574,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,3317000,265,12517,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,여,30대,4024600,322,12499,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,의원,남,40대,1001100,81,12359,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,기타음료식품,여,20대,506600,41,12356,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,스넥,남,20대,123000,10,12300,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,스넥,남,40대,2587410,212,12205,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,약국,여,40대,158300,13,12177,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,644680,53,12164,2017-02-16
2014-09,내국인 관광객,제주시,노형동,스넥,남,50대,1775150,146,12159,2017-02-16
2014-09,내국인 관광객,제주시,노형동,약국,남,40대,2056300,170,12096,2017-02-16
2014-09,내국인 관광객,제주시,연동,약국,남,20대,805400,67,12021,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기타음료식품,여,40대,204200,17,12012,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,스넥,여,30대,323100,27,11967,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,여,20대,2135300,181,11797,2017-02-16
2014-09,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,20대,129230,11,11748,2017-02-16
2014-09,내국인 관광객,제주시,연동,약국,여,30대,2337520,199,11746,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,여,30대,458000,39,11744,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,의원,남,40대,187100,16,11694,2017-02-16
2014-09,내국인 관광객,제주시,연동,기타음료식품,남,30대,369400,32,11544,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,약국,여,40대,321000,28,11464,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,기타음료식품,남,30대,160500,14,11464,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,스넥,남,30대,3118400,273,11423,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,약국,여,40대,975840,86,11347,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,의원,남,40대,146900,13,11300,2017-02-16
2014-09,내국인 관광객,제주시,애월읍,기타음료식품,남,30대,293400,26,11285,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,의원,여,50대,394100,35,11260,2017-02-16
2014-09,내국인 관광객,제주시,노형동,스넥,여,50대,866200,77,11249,2017-02-16
2014-09,내국인 관광객,제주시,노형동,약국,여,30대,2245470,201,11171,2017-02-16
2014-09,내국인 관광객,제주시,노형동,약국,남,30대,2052240,184,11153,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,의원,여,20대,619000,56,11054,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,의원,여,50대,231800,21,11038,2017-02-16
2014-09,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,318700,29,10990,2017-02-16
2014-09,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,50대,610550,56,10903,2017-02-16
2014-09,내국인 관광객,서귀포시,남원읍,의원,여,40대,130800,12,10900,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,스넥,남,30대,4159400,382,10888,2017-02-16
2014-09,내국인 관광객,제주시,노형동,스넥,남,40대,3063700,282,10864,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,약국,여,40대,746510,69,10819,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,스넥,남,30대,645400,60,10757,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,기타음료식품,남,40대,322020,30,10734,2017-02-16
2014-09,내국인 관광객,제주시,이도2동,약국,여,30대,1729370,162,10675,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,약국,남,50대,383500,36,10653,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,1437560,135,10649,2017-02-16
2014-09,내국인 관광객,제주시,연동,약국,남,30대,1876400,177,10601,2017-02-16
2014-09,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,762600,72,10592,2017-02-16
2014-09,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,601890,57,10559,2017-02-16
